user_id,group,converted,cancelled_before_day3
trea_01519,treatment,0,0
cont_01491,control,0,0
trea_00148,treatment,1,0
cont_01020,control,0,0
cont_00716,control,0,0
trea_01273,treatment,0,0
cont_00933,control,0,0
trea_01084,treatment,0,1
cont_00690,control,0,0
trea_00480,treatment,0,0
trea_00753,treatment,0,0
cont_00319,control,0,0
trea_00931,treatment,0,0
cont_01357,control,0,0
trea_01443,treatment,1,0
cont_01410,control,0,0
cont_01245,control,0,0
cont_00880,control,1,0
cont_00508,control,0,0
cont_00419,control,0,0
trea_01531,treatment,0,0
trea_01418,treatment,0,0
trea_00625,treatment,0,0
cont_00100,control,0,1
cont_00692,control,1,0
trea_01039,treatment,0,0
trea_00951,treatment,1,0
cont_00327,control,1,0
trea_00226,treatment,0,0
trea_00758,treatment,0,0
cont_00070,control,0,0
trea_01346,treatment,1,0
trea_00780,treatment,0,0
trea_01493,treatment,0,0
trea_00999,treatment,1,0
cont_00627,control,0,0
cont_00866,control,0,0
trea_00117,treatment,0,0
cont_01193,control,0,0
trea_01437,treatment,1,0
cont_00868,control,0,0
cont_01238,control,0,1
cont_01454,control,0,0
cont_00270,control,0,0
cont_00036,control,0,0
trea_01135,treatment,0,1
cont_00312,control,0,0
cont_00538,control,1,0
cont_01274,control,0,0
trea_01360,treatment,0,0
cont_01098,control,0,0
cont_00317,control,0,0
cont_00450,control,0,0
cont_01405,control,0,0
trea_00302,treatment,0,0
trea_01354,treatment,0,0
cont_01126,control,0,0
cont_00801,control,0,0
trea_00654,treatment,0,0
cont_00938,control,0,0
trea_01389,treatment,0,0
cont_00107,control,0,0
cont_01189,control,0,1
trea_00860,treatment,1,0
trea_01563,treatment,1,0
trea_00843,treatment,1,0
cont_01496,control,0,0
cont_00630,control,0,0
cont_00894,control,0,0
cont_01436,control,0,0
cont_00920,control,0,1
trea_01509,treatment,0,0
cont_00797,control,0,0
trea_00656,treatment,0,0
trea_01118,treatment,1,0
cont_01044,control,1,0
trea_00331,treatment,0,0
cont_00306,control,0,0
cont_01176,control,0,0
trea_01521,treatment,1,0
cont_00145,control,1,0
trea_00241,treatment,1,0
trea_01454,treatment,0,0
cont_00233,control,0,0
cont_00922,control,0,0
cont_01533,control,0,0
cont_01518,control,0,0
cont_01016,control,0,0
cont_00161,control,0,0
cont_01340,control,0,0
cont_01166,control,0,0
trea_00859,treatment,0,0
cont_01133,control,1,0
trea_00941,treatment,0,0
trea_01228,treatment,1,0
cont_00854,control,0,0
cont_00906,control,0,0
trea_00405,treatment,0,0
trea_01231,treatment,0,0
cont_00908,control,0,0
trea_00749,treatment,0,0
trea_00979,treatment,0,0
cont_00163,control,0,0
trea_01035,treatment,0,0
trea_01217,treatment,0,0
cont_00844,control,1,0
cont_00274,control,0,0
cont_00302,control,0,0
cont_00031,control,0,0
cont_01402,control,0,0
cont_00000,control,1,0
cont_00588,control,0,0
cont_01374,control,0,0
cont_01273,control,1,0
cont_00457,control,0,0
trea_00477,treatment,1,0
cont_00293,control,0,0
trea_00229,treatment,1,0
trea_00376,treatment,0,0
trea_00632,treatment,0,0
cont_00544,control,0,0
trea_00022,treatment,0,0
trea_00598,treatment,0,0
trea_00024,treatment,1,0
cont_00784,control,0,0
cont_00148,control,0,0
cont_00633,control,0,0
trea_00908,treatment,0,1
cont_01187,control,0,0
cont_00681,control,0,0
cont_01369,control,1,0
cont_00287,control,0,0
trea_01111,treatment,1,0
trea_00531,treatment,1,0
cont_01265,control,0,0
cont_00539,control,0,0
trea_00387,treatment,0,0
trea_00787,treatment,1,0
trea_01125,treatment,0,0
trea_00546,treatment,0,0
trea_01233,treatment,0,0
cont_00753,control,0,0
cont_00033,control,0,0
trea_00557,treatment,0,0
cont_00751,control,0,0
trea_00974,treatment,0,0
trea_00634,treatment,0,1
trea_00568,treatment,0,0
cont_00354,control,0,0
cont_00455,control,0,0
cont_00046,control,0,0
trea_00134,treatment,0,1
trea_00240,treatment,0,0
trea_01502,treatment,0,0
trea_00105,treatment,1,0
trea_01421,treatment,0,0
cont_00607,control,0,0
trea_00840,treatment,0,0
cont_00825,control,0,0
trea_00047,treatment,0,0
trea_01465,treatment,0,0
trea_00595,treatment,0,0
trea_01322,treatment,0,0
trea_00580,treatment,0,0
cont_01512,control,0,0
trea_00149,treatment,0,0
cont_00570,control,0,0
trea_00877,treatment,0,0
cont_00828,control,1,0
trea_00604,treatment,0,0
trea_00906,treatment,0,0
cont_01116,control,1,0
trea_00176,treatment,0,0
cont_00897,control,0,0
trea_00519,treatment,0,0
cont_01425,control,0,0
trea_01004,treatment,0,0
trea_00066,treatment,0,0
trea_01434,treatment,0,0
trea_01133,treatment,0,0
trea_01012,treatment,0,0
cont_00276,control,0,1
cont_01237,control,0,0
trea_00295,treatment,0,0
cont_00645,control,1,0
trea_01401,treatment,0,0
cont_01364,control,0,0
cont_00239,control,0,0
cont_01535,control,0,0
cont_00280,control,0,0
trea_00565,treatment,0,0
cont_01054,control,0,0
cont_00154,control,0,0
trea_01294,treatment,0,0
cont_01464,control,0,0
trea_00523,treatment,0,0
trea_01534,treatment,1,0
trea_00621,treatment,0,0
trea_00479,treatment,0,1
cont_00956,control,1,0
trea_00822,treatment,0,0
cont_01319,control,0,0
trea_01327,treatment,0,0
trea_00847,treatment,1,0
trea_00938,treatment,0,0
cont_00445,control,0,0
cont_01304,control,0,0
trea_00260,treatment,0,0
trea_01067,treatment,1,0
cont_01306,control,0,0
cont_01404,control,0,0
trea_01057,treatment,0,1
cont_01263,control,1,0
trea_00688,treatment,0,0
cont_00463,control,0,0
cont_01168,control,0,0
cont_00803,control,0,0
trea_01499,treatment,0,0
trea_00774,treatment,0,0
cont_00481,control,0,0
trea_00338,treatment,0,0
cont_00677,control,0,0
cont_00219,control,0,0
cont_00178,control,0,0
cont_00041,control,0,0
trea_00804,treatment,0,0
cont_01269,control,0,0
cont_00378,control,0,0
cont_01536,control,0,0
cont_00889,control,0,0
trea_01091,treatment,0,0
trea_01485,treatment,0,0
trea_00135,treatment,0,0
trea_00555,treatment,1,0
cont_00653,control,0,0
trea_01305,treatment,0,0
trea_01066,treatment,1,0
trea_00732,treatment,1,0
trea_00747,treatment,1,0
trea_00920,treatment,0,0
trea_00053,treatment,0,1
trea_00799,treatment,0,0
trea_00100,treatment,0,0
cont_00164,control,0,0
trea_00180,treatment,0,0
cont_00708,control,1,0
cont_01391,control,1,0
cont_00326,control,0,0
trea_00264,treatment,0,0
trea_00723,treatment,0,0
trea_00636,treatment,0,0
cont_00423,control,0,0
cont_01549,control,1,0
cont_01526,control,1,0
cont_01088,control,0,0
trea_00077,treatment,0,0
trea_00286,treatment,0,0
cont_00125,control,0,0
trea_00584,treatment,0,0
trea_00083,treatment,0,0
trea_00353,treatment,1,0
cont_00467,control,0,0
cont_00003,control,1,0
cont_01353,control,0,0
cont_00338,control,0,0
trea_01034,treatment,1,0
cont_00058,control,0,0
trea_00946,treatment,0,0
cont_01007,control,1,0
trea_00267,treatment,0,0
trea_00508,treatment,0,0
cont_00322,control,0,0
trea_00567,treatment,1,0
trea_00851,treatment,0,0
trea_00175,treatment,0,1
trea_00471,treatment,0,0
trea_00791,treatment,1,0
cont_01497,control,1,0
cont_01421,control,0,0
trea_00266,treatment,0,0
trea_01115,treatment,0,0
trea_00769,treatment,0,0
cont_00548,control,0,0
trea_01313,treatment,0,0
trea_01471,treatment,0,0
trea_00410,treatment,0,0
cont_01314,control,1,0
cont_01361,control,1,0
cont_00272,control,1,0
cont_00062,control,0,0
cont_00009,control,0,0
cont_00103,control,1,0
trea_00440,treatment,0,0
trea_00644,treatment,0,0
trea_01459,treatment,0,0
cont_00030,control,0,0
cont_01012,control,0,0
trea_00665,treatment,1,0
trea_01344,treatment,1,0
cont_01554,control,1,0
trea_00415,treatment,0,0
cont_00087,control,0,0
cont_00300,control,1,0
trea_00448,treatment,1,0
cont_00170,control,0,0
trea_01363,treatment,0,0
cont_00707,control,0,0
trea_00113,treatment,0,0
trea_01511,treatment,1,0
trea_01349,treatment,0,0
cont_01509,control,0,0
cont_01556,control,0,0
cont_00205,control,0,0
cont_00583,control,0,0
trea_01037,treatment,0,1
trea_01150,treatment,0,0
cont_01542,control,0,1
cont_00514,control,0,0
cont_01055,control,0,0
cont_00498,control,1,0
trea_00070,treatment,0,0
cont_00962,control,1,0
cont_01178,control,0,0
cont_00670,control,0,0
trea_01428,treatment,1,0
trea_01232,treatment,0,0
trea_00386,treatment,0,0
trea_00926,treatment,0,0
trea_00612,treatment,0,0
trea_00658,treatment,0,0
cont_00427,control,0,0
trea_00767,treatment,0,0
trea_00392,treatment,0,0
trea_01348,treatment,0,0
cont_00873,control,0,0
cont_00965,control,0,0
cont_00749,control,0,0
trea_01269,treatment,0,0
cont_01209,control,0,0
trea_00801,treatment,0,0
trea_00794,treatment,0,0
trea_00692,treatment,1,0
trea_00718,treatment,1,0
cont_00586,control,0,0
trea_00518,treatment,1,0
trea_01453,treatment,0,0
trea_00466,treatment,0,0
cont_00662,control,0,0
trea_00364,treatment,1,0
trea_01507,treatment,0,0
trea_00685,treatment,0,0
trea_00343,treatment,1,0
cont_00309,control,1,0
trea_01075,treatment,0,0
cont_00698,control,0,0
cont_00169,control,0,0
trea_00607,treatment,0,0
cont_00193,control,0,0
cont_00530,control,0,0
trea_00409,treatment,0,0
trea_00482,treatment,0,0
trea_00490,treatment,0,0
cont_00664,control,0,0
cont_01286,control,0,0
trea_00237,treatment,1,0
trea_00327,treatment,1,0
cont_00977,control,0,0
trea_00681,treatment,1,0
trea_01250,treatment,0,0
trea_00564,treatment,0,0
trea_00012,treatment,0,0
cont_00150,control,0,0
trea_00524,treatment,0,0
cont_01182,control,1,0
trea_01155,treatment,1,0
cont_01344,control,0,0
cont_00915,control,0,0
cont_00370,control,1,0
cont_01221,control,0,0
cont_01354,control,0,0
cont_00994,control,0,0
trea_00078,treatment,0,0
cont_00725,control,0,0
trea_01174,treatment,0,0
trea_00834,treatment,1,0
cont_01538,control,0,0
cont_01287,control,0,0
cont_01233,control,0,0
trea_00991,treatment,0,0
cont_01417,control,1,0
cont_00446,control,0,0
trea_00419,treatment,0,0
trea_00505,treatment,0,0
cont_00579,control,1,0
trea_00997,treatment,1,0
cont_00807,control,1,0
cont_00039,control,0,0
cont_01123,control,0,1
trea_01440,treatment,0,0
cont_01281,control,0,0
cont_00940,control,0,0
trea_00428,treatment,0,0
cont_00501,control,0,0
trea_00830,treatment,0,0
cont_01105,control,0,1
trea_00146,treatment,0,0
cont_00896,control,0,0
trea_00224,treatment,1,0
cont_00747,control,0,0
trea_00937,treatment,1,0
cont_01183,control,0,0
trea_01044,treatment,0,0
trea_00617,treatment,0,0
trea_00445,treatment,0,0
trea_00084,treatment,0,0
cont_00200,control,1,0
trea_00778,treatment,0,0
cont_00997,control,0,0
trea_01414,treatment,0,0
trea_00748,treatment,1,0
trea_00378,treatment,0,1
cont_00723,control,0,0
cont_00890,control,1,0
cont_01415,control,0,0
cont_00290,control,0,0
trea_01458,treatment,0,0
trea_00407,treatment,0,0
cont_00474,control,1,0
cont_00389,control,0,0
trea_01244,treatment,0,0
cont_01552,control,0,0
cont_01223,control,0,0
cont_01028,control,0,0
trea_01420,treatment,0,0
trea_01334,treatment,0,0
cont_00307,control,0,0
trea_00168,treatment,1,0
trea_01168,treatment,0,0
trea_00530,treatment,0,0
cont_01345,control,0,0
cont_01172,control,0,0
trea_01318,treatment,1,0
cont_00443,control,0,0
trea_01452,treatment,0,0
trea_01017,treatment,0,0
cont_00432,control,0,0
cont_01216,control,0,0
trea_01139,treatment,0,0
trea_00315,treatment,0,0
trea_01498,treatment,0,0
cont_01104,control,0,0
trea_01026,treatment,0,0
cont_00799,control,0,0
cont_00492,control,0,0
cont_00278,control,0,0
trea_00339,treatment,0,0
trea_01022,treatment,0,0
cont_01249,control,1,0
trea_01169,treatment,1,0
trea_00919,treatment,0,0
cont_00310,control,0,0
cont_00761,control,0,0
trea_00967,treatment,0,1
trea_00945,treatment,0,0
trea_00875,treatment,0,0
trea_01147,treatment,0,0
trea_01490,treatment,0,1
trea_00021,treatment,0,0
cont_00318,control,1,0
trea_01549,treatment,0,0
cont_01355,control,0,0
cont_01160,control,0,0
cont_00519,control,0,0
trea_00406,treatment,0,0
trea_00661,treatment,0,0
trea_01297,treatment,0,0
trea_00982,treatment,1,0
trea_01289,treatment,0,0
trea_01047,treatment,0,0
cont_01517,control,0,0
trea_00369,treatment,0,0
cont_00144,control,0,0
trea_01278,treatment,0,0
cont_01365,control,0,0
cont_00197,control,0,0
cont_00071,control,0,0
trea_00314,treatment,0,0
trea_00620,treatment,0,0
cont_00006,control,0,1
cont_00644,control,0,0
cont_01057,control,0,0
cont_00187,control,1,0
cont_00329,control,0,0
trea_01379,treatment,1,0
cont_01032,control,0,0
cont_00622,control,0,0
cont_01384,control,0,0
cont_00736,control,0,0
cont_00712,control,0,0
trea_00743,treatment,0,0
cont_00254,control,1,0
trea_00570,treatment,0,0
trea_00239,treatment,0,0
cont_00552,control,0,0
trea_01373,treatment,0,0
cont_00986,control,0,0
trea_00355,treatment,1,0
trea_00324,treatment,1,0
trea_00922,treatment,0,0
trea_01383,treatment,0,0
trea_01290,treatment,0,0
cont_00768,control,0,0
trea_00695,treatment,1,0
trea_00230,treatment,0,0
trea_01540,treatment,1,0
trea_01016,treatment,0,0
trea_00060,treatment,0,1
cont_01257,control,0,0
cont_00829,control,0,0
cont_01128,control,0,0
cont_00137,control,0,0
cont_01520,control,0,0
trea_00412,treatment,0,1
trea_00615,treatment,0,0
trea_01393,treatment,0,0
cont_00742,control,0,0
trea_01487,treatment,0,0
cont_01003,control,0,0
trea_01237,treatment,0,0
cont_00209,control,0,0
trea_00140,treatment,0,0
trea_00041,treatment,1,0
trea_00030,treatment,0,0
cont_00303,control,0,0
cont_01047,control,0,0
cont_01148,control,0,0
trea_00263,treatment,0,0
cont_01146,control,0,0
trea_01522,treatment,0,0
cont_01255,control,0,0
cont_01550,control,0,0
trea_01010,treatment,0,1
cont_00883,control,1,0
trea_00408,treatment,0,0
cont_01192,control,0,0
cont_00316,control,0,0
cont_01503,control,1,0
cont_00777,control,0,0
trea_00592,treatment,0,0
trea_00826,treatment,0,0
trea_00274,treatment,0,0
cont_01347,control,0,0
cont_00721,control,0,0
trea_00687,treatment,0,0
cont_00515,control,1,0
cont_00238,control,1,0
trea_00629,treatment,0,0
trea_00233,treatment,0,0
trea_01069,treatment,0,0
cont_00391,control,0,0
trea_00119,treatment,1,0
cont_00599,control,1,0
cont_01113,control,0,0
cont_01557,control,0,0
trea_00803,treatment,0,0
trea_00722,treatment,0,0
trea_00837,treatment,0,0
trea_01324,treatment,0,1
trea_00678,treatment,0,0
trea_00049,treatment,0,0
cont_00779,control,0,0
trea_01279,treatment,0,0
trea_00864,treatment,1,0
cont_00340,control,0,0
cont_01034,control,0,0
cont_01052,control,0,0
cont_00789,control,0,0
trea_01225,treatment,0,0
cont_00397,control,0,0
cont_00946,control,0,0
trea_01076,treatment,0,0
trea_01301,treatment,0,1
trea_01230,treatment,1,0
cont_00097,control,0,0
trea_00189,treatment,0,0
cont_01155,control,0,0
cont_00582,control,0,0
trea_00395,treatment,0,0
trea_01081,treatment,0,0
trea_01161,treatment,0,0
cont_00104,control,0,0
cont_01522,control,0,0
trea_01265,treatment,0,0
cont_01114,control,0,0
trea_01316,treatment,1,0
cont_01350,control,0,0
trea_00924,treatment,0,1
cont_01485,control,1,0
trea_00312,treatment,1,0
trea_00484,treatment,0,0
trea_01163,treatment,0,0
cont_00665,control,0,0
cont_01082,control,0,0
trea_00203,treatment,0,0
trea_00581,treatment,0,0
cont_00067,control,0,0
trea_00330,treatment,0,0
cont_00469,control,0,0
trea_00927,treatment,0,0
cont_01336,control,0,0
trea_01085,treatment,0,0
trea_00776,treatment,0,0
trea_00868,treatment,0,0
trea_01105,treatment,0,0
trea_00948,treatment,0,0
cont_00177,control,0,0
cont_00331,control,1,0
trea_01337,treatment,0,0
trea_00304,treatment,0,0
cont_00218,control,0,0
cont_00237,control,0,0
cont_01418,control,1,0
cont_00438,control,0,0
cont_00404,control,0,0
cont_00554,control,0,0
trea_00761,treatment,0,0
cont_00639,control,0,0
trea_01311,treatment,0,0
trea_01062,treatment,1,0
trea_00058,treatment,0,0
trea_00143,treatment,0,0
cont_00996,control,0,0
cont_00835,control,0,0
trea_01382,treatment,0,0
trea_01384,treatment,0,0
cont_00425,control,0,0
cont_01019,control,1,0
cont_00900,control,0,0
cont_00741,control,0,0
trea_00184,treatment,0,1
trea_00929,treatment,0,0
cont_01048,control,0,0
cont_01151,control,0,0
cont_00816,control,0,0
cont_00098,control,0,0
cont_00903,control,0,0
trea_00414,treatment,0,0
cont_00064,control,1,0
cont_01531,control,1,0
trea_00269,treatment,0,0
trea_01375,treatment,0,0
cont_00980,control,0,0
trea_00527,treatment,0,0
trea_00436,treatment,0,0
cont_00028,control,0,0
trea_00384,treatment,1,0
trea_00810,treatment,1,0
trea_00144,treatment,0,0
cont_00204,control,0,0
cont_00244,control,1,0
trea_00902,treatment,0,0
trea_01197,treatment,0,0
trea_00611,treatment,0,0
cont_00785,control,0,0
trea_00883,treatment,0,0
trea_01505,treatment,1,0
trea_00895,treatment,0,0
trea_01406,treatment,0,0
cont_00612,control,0,0
trea_00285,treatment,0,0
trea_00608,treatment,0,0
trea_00248,treatment,0,0
cont_00706,control,0,0
cont_00399,control,0,0
cont_00105,control,1,0
trea_00808,treatment,0,1
trea_00933,treatment,1,0
trea_01517,treatment,1,0
cont_01352,control,1,0
trea_00759,treatment,0,0
trea_00120,treatment,1,0
cont_01529,control,0,0
cont_00650,control,0,0
trea_00686,treatment,0,0
cont_00048,control,0,0
cont_00713,control,1,0
trea_00878,treatment,0,0
cont_00954,control,1,0
trea_01306,treatment,0,0
cont_01253,control,0,0
trea_00975,treatment,0,0
cont_00035,control,0,0
cont_00731,control,0,0
cont_01439,control,0,0
trea_00345,treatment,0,0
cont_01565,control,1,0
trea_01565,treatment,1,0
cont_00157,control,0,0
trea_01513,treatment,0,0
cont_01310,control,0,0
cont_00011,control,0,0
cont_01465,control,0,0
cont_01372,control,0,1
cont_00079,control,0,0
trea_01544,treatment,0,0
trea_01181,treatment,0,0
cont_00759,control,0,1
cont_00547,control,1,0
trea_00476,treatment,0,0
cont_01406,control,0,0
trea_00326,treatment,1,0
cont_00102,control,0,0
trea_00402,treatment,0,0
cont_00018,control,0,0
trea_01063,treatment,0,0
trea_00996,treatment,0,0
trea_00812,treatment,1,0
trea_01120,treatment,0,0
trea_00556,treatment,0,0
trea_00828,treatment,0,0
cont_00482,control,0,0
trea_00977,treatment,0,0
cont_01326,control,1,0
cont_01074,control,0,0
cont_00730,control,0,0
cont_01030,control,0,0
trea_00435,treatment,1,0
trea_01548,treatment,1,0
trea_00916,treatment,0,0
cont_00069,control,1,0
trea_00914,treatment,0,0
cont_00496,control,1,0
trea_01371,treatment,1,0
trea_00020,treatment,0,0
cont_00686,control,0,0
trea_00773,treatment,0,0
cont_00139,control,1,0
cont_01069,control,0,0
trea_01087,treatment,0,0
cont_01120,control,0,0
cont_00256,control,0,1
trea_01157,treatment,1,0
trea_01089,treatment,0,0
trea_00805,treatment,0,0
trea_01302,treatment,1,0
trea_00056,treatment,0,0
cont_00408,control,0,0
trea_00816,treatment,0,0
trea_00680,treatment,0,0
trea_01558,treatment,1,0
cont_00472,control,0,0
trea_01325,treatment,0,0
trea_00423,treatment,0,0
cont_00711,control,0,0
cont_00654,control,0,0
cont_01247,control,0,0
cont_00027,control,0,0
trea_01551,treatment,0,0
cont_00045,control,1,0
cont_00518,control,0,0
cont_00212,control,0,0
cont_01275,control,0,0
cont_00337,control,1,0
trea_01310,treatment,0,1
cont_00839,control,0,0
trea_01557,treatment,0,0
cont_00215,control,0,0
cont_00156,control,0,0
cont_01400,control,0,0
trea_00684,treatment,0,0
cont_00842,control,0,0
cont_01010,control,0,0
cont_00444,control,1,0
cont_00136,control,1,0
trea_01006,treatment,0,0
cont_00560,control,0,0
cont_00323,control,1,0
trea_00223,treatment,0,0
cont_01332,control,0,0
cont_00805,control,0,0
trea_01367,treatment,0,0
cont_00375,control,0,0
trea_00667,treatment,1,0
trea_01479,treatment,0,0
cont_01473,control,1,0
trea_00394,treatment,0,0
trea_00579,treatment,0,0
cont_00850,control,0,0
trea_00734,treatment,0,0
cont_01087,control,0,0
cont_00609,control,0,0
trea_01065,treatment,0,0
trea_00781,treatment,0,0
cont_00589,control,0,0
trea_00259,treatment,0,1
trea_00705,treatment,0,0
trea_00846,treatment,0,0
cont_00942,control,0,0
trea_00572,treatment,0,0
cont_01115,control,0,0
cont_00505,control,0,0
trea_01285,treatment,0,0
cont_00131,control,0,0
cont_00912,control,0,0
trea_00397,treatment,0,0
cont_00015,control,0,0
trea_00642,treatment,0,0
trea_00589,treatment,0,0
cont_00939,control,0,0
trea_00298,treatment,0,0
